,COUNTY,YEAR,MONTH,TMIN,TMAX,SNOW,SSP
64,Aitkin,2052,12,-11.551111221313477,-1.8011109828948977,684.7207641601562,ssp126
65,Aitkin,2053,1,-14.45444393157959,-3.858888864517212,164.97799682617188,ssp126
66,Aitkin,2053,2,-14.108888626098633,-0.2866666615009308,119.84750366210938,ssp126
67,Aitkin,2053,3,-0.9711110591888428,9.49000072479248,357.896240234375,ssp126
68,Aitkin,2053,11,1.3511110544204712,9.766666412353516,110.91712951660156,ssp126
69,Aitkin,2053,12,-4.673333644866943,2.615555763244629,208.6475524902344,ssp126
70,Aitkin,2054,1,-8.258889198303223,1.0499999523162842,89.6957015991211,ssp126
71,Aitkin,2054,2,-6.926666736602783,2.3777778148651123,216.83883666992188,ssp126
72,Aitkin,2054,3,-7.698888778686523,3.657777547836304,164.3924102783203,ssp126
73,Aitkin,2054,11,-7.712222576141357,2.2666666507720947,189.06141662597656,ssp126
74,Aitkin,2054,12,-9.872221946716309,0.0199999995529651,135.87205505371094,ssp126
75,Aitkin,2055,1,-16.908889770507812,-2.8399999141693115,282.89569091796875,ssp126
76,Aitkin,2055,2,-12.893333435058594,1.3055555820465088,135.01419067382812,ssp126
77,Aitkin,2055,3,-6.074444770812988,5.82444429397583,370.6637573242188,ssp126
78,Aitkin,2055,11,-6.012222290039063,2.242222309112549,98.84489440917967,ssp126
79,Aitkin,2055,12,-6.142221927642822,1.758888840675354,106.46674346923828,ssp126
80,Aitkin,2056,1,-4.416666507720947,2.4911110401153564,70.65483856201172,ssp126
81,Aitkin,2056,2,-7.19777774810791,2.887777805328369,59.29826736450195,ssp126
82,Aitkin,2056,3,-6.252222061157227,8.793333053588867,236.17169189453125,ssp126
83,Aitkin,2056,11,-1.6644444465637207,6.294444561004639,83.32038116455078,ssp126
84,Aitkin,2056,12,-5.735555648803711,1.2188888788223269,183.20346069335935,ssp126
85,Aitkin,2057,1,-8.35888957977295,2.0166666507720947,139.24063110351562,ssp126
86,Aitkin,2057,2,-11.968889236450195,0.3266666829586029,55.1251220703125,ssp126
87,Aitkin,2057,3,-1.9488890171051023,12.18666648864746,307.823486328125,ssp126
88,Aitkin,2057,11,-1.9100000858306885,7.021111011505127,212.30728149414065,ssp126
89,Aitkin,2057,12,-6.05222225189209,0.9766666889190674,352.1468811035156,ssp126
90,Aitkin,2058,1,-13.18666648864746,-1.2855554819107056,28.61496925354004,ssp126
91,Aitkin,2058,2,-14.331110954284668,-2.1355557441711426,176.3274383544922,ssp126
92,Aitkin,2058,3,-13.886667251586914,1.9788888692855835,17.92549705505371,ssp126
93,Aitkin,2058,11,-2.008888959884644,6.741110801696777,187.2071685791016,ssp126
94,Aitkin,2058,12,-4.227777481079102,2.4133334159851074,85.91400909423828,ssp126
95,Aitkin,2059,1,-13.91777801513672,-3.722222328186035,166.96778869628906,ssp126
96,Aitkin,2059,2,-14.842222213745115,-1.9877777099609373,89.92321014404297,ssp126
97,Aitkin,2059,3,-7.19777774810791,4.628889083862305,428.8753967285156,ssp126
98,Aitkin,2059,11,-0.9566666483879088,6.573333263397217,207.90383911132807,ssp126
99,Aitkin,2059,12,-7.594444274902344,0.2766666710376739,59.45394515991211,ssp126
100,Aitkin,2060,1,-10.75333309173584,-0.5477777719497681,288.4790954589844,ssp126
101,Aitkin,2060,2,-9.412221908569336,1.9811110496521,48.63706207275391,ssp126
102,Aitkin,2060,3,-7.138888835906982,3.69777774810791,674.531982421875,ssp126
103,Aitkin,2060,11,-4.024444580078125,4.336666584014893,113.06535339355467,ssp126
104,Aitkin,2060,12,-14.771111488342283,-3.6222219467163086,168.9762725830078,ssp126
105,Aitkin,2061,1,-14.335556030273438,-1.866666555404663,495.89654541015625,ssp126
106,Aitkin,2061,2,-5.683333396911621,4.551111221313477,172.64488220214844,ssp126
107,Aitkin,2061,3,-4.264444351196289,8.023333549499512,52.503543853759766,ssp126
108,Aitkin,2061,11,-1.7755556106567385,6.69777774810791,22.835493087768555,ssp126
109,Aitkin,2061,12,-6.711111068725586,0.7222222089767456,159.85977172851562,ssp126
110,Aitkin,2062,1,-8.054444313049316,1.5311111211776731,107.2450180053711,ssp126
111,Aitkin,2062,2,-9.06999969482422,1.5355554819107056,445.1932067871094,ssp126
112,Aitkin,2062,3,-0.6822221875190735,10.80666732788086,197.6607360839844,ssp126
113,Aitkin,2062,11,-3.1355555057525635,4.407777786254883,418.91107177734375,ssp126
114,Aitkin,2062,12,-11.460000038146973,-3.236666679382324,309.8736877441406,ssp126
115,Aitkin,2063,1,-15.028888702392578,-3.9422221183776855,186.86541748046875,ssp126
116,Aitkin,2063,2,-14.008889198303224,-0.0333333350718021,99.9615478515625,ssp126
117,Aitkin,2063,3,-3.6111111640930176,7.940000057220459,288.3814697265625,ssp126
118,Aitkin,2063,11,-2.37666654586792,5.578888893127441,335.3514404296875,ssp126
119,Aitkin,2063,12,-6.929999828338623,0.6822221875190735,185.86849975585935,ssp126
120,Aitkin,2064,1,-16.105554580688477,-4.49333381652832,143.54966735839844,ssp126
121,Aitkin,2064,2,-8.985555648803711,1.0866665840148926,522.407470703125,ssp126
122,Aitkin,2064,3,-3.735555410385132,8.5,313.3596496582031,ssp126
123,Aitkin,2064,11,-2.211111068725586,6.598888874053955,154.90757751464844,ssp126
124,Aitkin,2064,12,-9.924444198608398,-1.7333333492279053,211.0326385498047,ssp126
125,Aitkin,2065,1,-8.239999771118164,1.5277777910232544,80.19168090820312,ssp126
126,Aitkin,2065,2,-7.859999656677246,1.7922223806381226,148.49522399902344,ssp126
127,Aitkin,2065,3,-5.399999618530273,7.902222633361816,196.27420043945312,ssp126
128,Aitkin,2065,11,-0.3444444239139557,8.633333206176758,166.16165161132812,ssp126
129,Aitkin,2065,12,-8.202221870422363,0.2599999904632568,415.9046020507813,ssp126
130,Aitkin,2066,1,-14.686667442321776,-2.77222228050232,122.1504135131836,ssp126
131,Aitkin,2066,2,-7.198888778686523,2.6422224044799805,158.95166015625,ssp126
132,Aitkin,2066,3,-1.9355555772781368,8.397777557373047,503.1798706054688,ssp126
133,Aitkin,2066,11,0.5844444632530212,10.69444465637207,101.10479736328124,ssp126
134,Aitkin,2066,12,-9.23888874053955,-1.3711111545562744,148.05142211914062,ssp126
135,Aitkin,2067,1,-21.07333374023437,-8.264445304870605,258.9539794921875,ssp126
136,Aitkin,2067,2,-13.473333358764648,0.2800000011920929,260.5360717773437,ssp126
137,Aitkin,2067,3,-9.703333854675291,3.031111001968384,127.67414093017578,ssp126
138,Aitkin,2067,11,-0.0522222258150577,10.121110916137695,67.98594665527344,ssp126
139,Aitkin,2067,12,-9.644444465637209,-1.0399999618530271,134.09414672851562,ssp126
140,Aitkin,2068,1,-9.005556106567383,1.3888888359069824,136.80996704101562,ssp126
141,Aitkin,2068,2,-10.200000762939451,1.5733332633972168,135.65789794921875,ssp126
142,Aitkin,2068,3,-5.562222003936768,4.827777862548828,215.57244873046875,ssp126
143,Aitkin,2068,11,-1.9388890266418457,6.796666622161865,203.7364044189453,ssp126
144,Aitkin,2068,12,-5.75,1.107777714729309,80.33134460449219,ssp126
145,Aitkin,2069,1,-14.365554809570312,-3.7344446182250977,101.578857421875,ssp126
146,Aitkin,2069,2,-8.557777404785156,2.345555543899536,105.49734497070312,ssp126
147,Aitkin,2069,3,-7.323333740234375,5.995555400848389,347.8941345214844,ssp126
148,Aitkin,2069,11,1.452222228050232,10.10777759552002,46.286563873291016,ssp126
149,Aitkin,2069,12,-9.852222442626951,-3.073333263397217,287.7341613769531,ssp126
150,Anoka,2040,1,-8.329999923706055,-0.9666666984558104,299.52459716796875,ssp126
151,Anoka,2040,2,-13.920001029968262,-2.866666793823242,147.36155700683594,ssp126
152,Anoka,2040,3,-1.2266665697097778,8.013333320617676,97.7879638671875,ssp126
153,Anoka,2040,11,1.9933332204818728,10.519999504089355,16.235271453857422,ssp126
154,Anoka,2040,12,-13.330000877380373,-4.200000286102295,170.89743041992188,ssp126
155,Anoka,2041,1,-18.57666778564453,-9.123332977294922,345.8569641113281,ssp126
156,Anoka,2041,2,-18.9233341217041,-5.536666870117188,216.34933471679688,ssp126
157,Anoka,2041,3,-8.0600004196167,2.890000104904175,109.4582748413086,ssp126
158,Anoka,2041,11,-4.256666660308838,1.8200000524520876,283.0867919921875,ssp126
159,Anoka,2041,12,-9.91333293914795,-0.9433333277702332,215.34445190429688,ssp126
160,Anoka,2042,1,-12.34999942779541,-2.4800000190734863,359.5184326171875,ssp126
161,Anoka,2042,2,-8.973332405090332,0.6333333253860474,123.40774536132812,ssp126
162,Anoka,2042,3,-4.25,8.133334159851074,540.98876953125,ssp126
163,Anoka,2042,11,0.9033333659172058,12.783332824707031,39.60547637939453,ssp126
164,Anoka,2042,12,-6.483333587646484,-0.4433333575725555,225.5250701904297,ssp126
165,Anoka,2043,1,-6.423333644866943,0.4666666686534881,336.62335205078125,ssp126
166,Anoka,2043,2,-1.566666603088379,4.37333345413208,303.61669921875,ssp126
167,Anoka,2043,3,-3.5899999141693115,6.146667003631592,173.7882843017578,ssp126
168,Anoka,2043,11,-5.586666584014893,3.5233333110809326,431.39404296875,ssp126
169,Anoka,2043,12,-1.9333332777023315,3.2966668605804443,325.6639404296875,ssp126
170,Anoka,2044,1,-14.006667137145996,-1.5533332824707031,164.16334533691406,ssp126
171,Anoka,2044,2,-3.84000015258789,5.473333358764648,51.10242462158203,ssp126
172,Anoka,2044,3,-4.246666431427002,4.163333415985107,301.3679504394531,ssp126
173,Anoka,2044,11,-1.6799999475479126,8.699999809265137,68.92003631591797,ssp126
174,Anoka,2044,12,-7.683332920074463,-0.1233333349227905,56.74112319946289,ssp126
175,Anoka,2045,1,-2.0799999237060547,3.359999895095825,56.88997650146485,ssp126
176,Anoka,2045,2,-5.696666717529297,2.376666784286499,311.45611572265625,ssp126
177,Anoka,2045,3,-5.7133331298828125,5.610000133514404,293.7994384765625,ssp126
178,Anoka,2045,11,3.4566667079925537,11.41333293914795,25.083162307739254,ssp126
179,Anoka,2045,12,-5.613333225250244,0.4000000059604645,355.84844970703125,ssp126
180,Anoka,2046,1,-16.149999618530273,-4.37999963760376,373.7071228027344,ssp126
181,Anoka,2046,2,-10.306666374206545,0.0966666713356971,132.03213500976562,ssp126
182,Anoka,2046,3,-2.616666793823242,6.256666660308838,123.85826873779295,ssp126
183,Anoka,2046,11,2.1366665363311768,11.533332824707031,196.8995361328125,ssp126
184,Anoka,2046,12,-5.789999485015869,0.7333333492279053,84.42503356933594,ssp126
185,Anoka,2047,1,-13.59000015258789,-3.806666612625122,327.1953125,ssp126
186,Anoka,2047,2,-6.613333225250244,3.9700000286102295,43.89224624633789,ssp126
187,Anoka,2047,3,-6.760000228881836,4.849999904632568,194.37094116210935,ssp126
188,Anoka,2047,11,-3.5233333110809326,5.676666736602783,12.241116523742676,ssp126
189,Anoka,2047,12,-9.596667289733888,-1.4233332872390747,393.8458251953125,ssp126
190,Anoka,2048,1,-17.459999084472656,-7.450000286102295,729.12255859375,ssp126
191,Anoka,2048,2,-13.743332862854004,-4.049999713897705,95.32110595703124,ssp126
192,Anoka,2048,3,-3.723333358764648,6.62000036239624,107.79888916015624,ssp126
193,Anoka,2048,11,-1.9666666984558103,6.579999923706055,249.0802001953125,ssp126
194,Anoka,2048,12,-2.9033334255218506,3.0366666316986084,88.41592407226562,ssp126
195,Anoka,2049,1,-8.606666564941406,0.2833333313465118,414.5658874511719,ssp126
196,Anoka,2049,2,-14.986666679382324,-3.8966665267944336,37.78120422363281,ssp126
197,Anoka,2049,3,-3.183333396911621,9.373332977294922,62.6961669921875,ssp126
198,Anoka,2049,11,-0.9100000262260436,9.109999656677246,440.6276245117188,ssp126
199,Anoka,2049,12,-3.336666822433472,2.450000047683716,22.99786758422852,ssp126
200,Anoka,2050,1,-14.40666675567627,-6.226666927337647,270.2274475097656,ssp126
201,Anoka,2050,2,-7.90333366394043,1.413333296775818,240.2446136474609,ssp126
202,Anoka,2050,3,-4.96999979019165,7.266666412353516,533.7901000976562,ssp126
203,Anoka,2050,11,-0.1700000017881393,9.109999656677246,550.5066528320312,ssp126
204,Anoka,2050,12,-11.326666831970217,-0.5400000214576721,305.2807006835937,ssp126
205,Anoka,2051,1,-10.09999942779541,-0.9766666293144226,205.87423706054688,ssp126
206,Anoka,2051,2,-11.0600004196167,-0.9066665768623352,464.3391418457031,ssp126
207,Anoka,2051,3,-2.246666669845581,8.466666221618652,255.630126953125,ssp126
208,Anoka,2051,11,3.716666460037232,14.4399995803833,0.0,ssp126
209,Anoka,2051,12,-2.926666498184204,3.049999952316284,104.00302124023438,ssp126
210,Anoka,2052,1,-12.720000267028809,-4.309999942779541,48.94088745117188,ssp126
211,Anoka,2052,2,-3.8866665363311768,3.8633334636688232,352.9365539550781,ssp126
212,Anoka,2052,3,-5.673333644866943,5.260000228881836,68.35478210449219,ssp126
213,Anoka,2052,11,-3.129999876022339,6.113333225250244,310.0919494628906,ssp126
214,Anoka,2052,12,-8.113333702087402,-0.6200000047683716,476.1498718261719,ssp126
215,Anoka,2053,1,-12.56999969482422,-3.109999895095825,213.5270538330078,ssp126
216,Anoka,2053,2,-12.466667175292969,-0.0033333331812173,75.08275604248047,ssp126
217,Anoka,2053,3,-0.1866666674613952,10.130000114440918,371.6560668945313,ssp126
218,Anoka,2053,11,2.256666660308838,11.59999942779541,133.63629150390625,ssp126
219,Anoka,2053,12,-2.143333196640014,4.03000020980835,136.78958129882812,ssp126
220,Anoka,2054,1,-5.650000095367432,1.1466666460037231,94.80052947998048,ssp126
221,Anoka,2054,2,-4.5,2.3966665267944336,182.2986602783203,ssp126
222,Anoka,2054,3,-5.829999923706055,3.5933332443237305,185.4402313232422,ssp126
223,Anoka,2054,11,-6.579999923706055,2.743333101272583,285.6333923339844,ssp126
224,Anoka,2054,12,-8.756667137145996,0.1099999919533729,163.4457550048828,ssp126
225,Anoka,2055,1,-13.33666706085205,-2.1700000762939453,278.1733703613281,ssp126
226,Anoka,2055,2,-8.903332710266113,1.5,190.0213623046875,ssp126
227,Anoka,2055,3,-3.359999895095825,6.926666736602783,274.37017822265625,ssp126
228,Anoka,2055,11,-4.703333377838135,2.7233333587646484,182.4571075439453,ssp126
229,Anoka,2055,12,-4.6566667556762695,1.8333333730697632,28.41410446166992,ssp126
230,Anoka,2056,1,-2.1000001430511475,2.5233333110809326,64.18233489990234,ssp126
231,Anoka,2056,2,-5.46999979019165,2.513333320617676,43.24879455566406,ssp126
232,Anoka,2056,3,-4.013333797454834,9.18333339691162,303.53192138671875,ssp126
233,Anoka,2056,11,-0.9333333373069764,7.196666717529297,153.51364135742188,ssp126
234,Anoka,2056,12,-4.556666851043701,1.590000033378601,144.25241088867188,ssp126
235,Anoka,2057,1,-6.326666355133057,1.9233332872390747,143.35739135742188,ssp126
236,Anoka,2057,2,-8.74000072479248,0.4366666376590729,80.94577026367188,ssp126
237,Anoka,2057,3,0.2033333331346511,13.993332862854004,414.9684448242188,ssp126
238,Anoka,2057,11,-0.8833333849906921,8.313333511352539,153.92031860351562,ssp126
239,Anoka,2057,12,-5.016666412353516,1.7399998903274536,304.81256103515625,ssp126
240,Anoka,2058,1,-10.583333015441896,-0.9800000190734864,50.42447662353516,ssp126
241,Anoka,2058,2,-12.373333930969238,-1.8866666555404663,170.6509246826172,ssp126
242,Anoka,2058,3,-10.926666259765623,2.9833333492279053,41.60907745361328,ssp126
243,Anoka,2058,11,-0.3533333539962768,8.5600004196167,209.46585083007807,ssp126
244,Anoka,2058,12,-2.576666593551636,2.7799999713897705,69.2099609375,ssp126
245,Anoka,2059,1,-11.763333320617676,-3.046666383743286,217.9294586181641,ssp126
246,Anoka,2059,2,-12.536666870117188,-1.4233332872390747,94.32227325439452,ssp126
247,Anoka,2059,3,-4.71999979019165,5.163333415985107,469.2364196777344,ssp126
248,Anoka,2059,11,0.2033333331346511,8.516666412353516,275.0882263183594,ssp126
249,Anoka,2059,12,-6.340000152587891,0.8866667151451111,28.81698608398437,ssp126
250,Anoka,2060,1,-8.736666679382324,-0.0766666606068611,205.72088623046875,ssp126
251,Anoka,2060,2,-6.536666870117188,1.75,51.85935592651367,ssp126
252,Anoka,2060,3,-4.960000038146973,4.8433332443237305,439.5571899414063,ssp126
253,Anoka,2060,11,-2.816666603088379,5.706666469573975,137.01416015625,ssp126
254,Anoka,2060,12,-12.300000190734863,-2.376666784286499,120.40129852294922,ssp126
255,Anoka,2061,1,-12.09000015258789,-1.2333333492279053,428.5689086914063,ssp126
256,Anoka,2061,2,-4.026666641235352,4.2900004386901855,250.2033233642578,ssp126
257,Anoka,2061,3,-1.3799999952316284,8.263333320617676,9.539507865905762,ssp126
258,Anoka,2061,11,-0.426666647195816,7.860000610351562,30.102636337280277,ssp126
259,Anoka,2061,12,-6.360000133514404,0.5766666531562805,147.81394958496094,ssp126
260,Anoka,2062,1,-6.289999485015869,1.6666666269302368,74.65564727783203,ssp126
261,Anoka,2062,2,-7.2133331298828125,1.743333339691162,424.2340393066406,ssp126
262,Anoka,2062,3,1.1266666650772097,12.233333587646484,61.63160705566406,ssp126
263,Anoka,2062,11,-1.4766665697097778,6.313333034515381,156.6982421875,ssp126
264,Anoka,2062,12,-9.786666870117188,-2.120000123977661,413.5668640136719,ssp126
265,Anoka,2063,1,-13.346667289733888,-4.086666584014893,221.9363555908203,ssp126
266,Anoka,2063,2,-11.833333015441896,-0.550000011920929,99.0852279663086,ssp126
267,Anoka,2063,3,-1.8033332824707031,8.380000114440918,326.59814453125,ssp126
268,Anoka,2063,11,-0.9333333373069764,7.103332996368408,337.9599304199219,ssp126
269,Anoka,2063,12,-4.759999752044678,2.076666593551636,205.8289337158203,ssp126
270,Anoka,2064,1,-13.643333435058594,-4.519999980926514,79.92112731933594,ssp126
271,Anoka,2064,2,-6.5966668128967285,2.4100000858306885,346.6877746582031,ssp126
272,Anoka,2064,3,-1.713333249092102,9.43666648864746,303.2513427734375,ssp126
273,Anoka,2064,11,-1.21999990940094,8.373332977294922,142.67434692382812,ssp126
274,Anoka,2064,12,-8.83666706085205,-1.600000023841858,306.07501220703125,ssp126
275,Anoka,2065,1,-6.566667079925537,1.8133333921432493,66.6915054321289,ssp126
276,Anoka,2065,2,-5.616666793823242,1.8633333444595337,68.66806030273438,ssp126
277,Anoka,2065,3,-3.3633334636688232,8.456665992736816,71.22264862060547,ssp126
278,Anoka,2065,11,0.4166666567325592,9.75333309173584,162.02149963378906,ssp126
279,Anoka,2065,12,-5.5966668128967285,1.8666666746139529,302.42486572265625,ssp126
280,Anoka,2066,1,-12.24000072479248,-2.259999990463257,93.40203094482422,ssp126
281,Anoka,2066,2,-4.010000228881836,2.7799999713897705,83.95157623291016,ssp126
282,Anoka,2066,3,-0.2833333313465118,10.0600004196167,407.5620727539063,ssp126
283,Anoka,2066,11,1.196666598320007,12.25,61.40822982788086,ssp126
284,Anoka,2066,12,-7.090000152587891,0.1433333307504654,156.6687774658203,ssp126
285,Anoka,2067,1,-19.41666603088379,-8.303333282470703,322.3871154785156,ssp126
286,Anoka,2067,2,-10.6899995803833,0.893333375453949,331.7289428710937,ssp126
287,Anoka,2067,3,-7.316667079925537,2.859999895095825,245.3510284423828,ssp126
288,Anoka,2067,11,0.5166666507720947,11.039999961853027,73.34672546386719,ssp126
289,Anoka,2067,12,-8.050000190734863,-0.0700000002980232,72.98783874511719,ssp126
290,Anoka,2068,1,-6.349999904632568,1.8100000619888303,89.37849426269531,ssp126
291,Anoka,2068,2,-8.199999809265137,1.6433333158493042,117.8717041015625,ssp126
292,Anoka,2068,3,-3.3500001430511475,5.286666870117188,169.49827575683594,ssp126
293,Anoka,2068,11,-0.856666624546051,8.953333854675293,87.79541778564453,ssp126
294,Anoka,2068,12,-4.683332920074463,1.2666667699813845,85.15827941894531,ssp126
295,Anoka,2069,1,-12.373332977294922,-3.220000028610229,88.15071105957031,ssp126
296,Anoka,2069,2,-5.7833333015441895,2.006666660308838,102.09349822998048,ssp126
297,Anoka,2069,3,-5.333333492279053,6.62666654586792,281.8567199707031,ssp126
298,Anoka,2069,11,1.933333396911621,11.263333320617676,77.17115783691406,ssp126
299,Anoka,2069,12,-8.75,-2.443333387374878,261.7048034667969,ssp126
300,Becker,2040,1,-12.081250190734863,-3.632499933242798,442.0873718261719,ssp126
301,Becker,2040,2,-16.021249771118164,-4.553750038146973,101.55279541015624,ssp126
302,Becker,2040,3,-3.497499942779541,5.763750076293945,164.9306640625,ssp126
303,Becker,2040,11,-1.4737499952316284,7.331250190734863,34.56766891479492,ssp126
304,Becker,2040,12,-17.142499923706055,-7.318749904632568,208.82150268554688,ssp126
305,Becker,2041,1,-23.50749969482422,-11.604999542236328,166.55885314941406,ssp126
306,Becker,2041,2,-22.88999938964844,-7.647500038146973,178.03480529785156,ssp126
307,Becker,2041,3,-11.15999984741211,0.6312500238418579,277.3472900390625,ssp126
308,Becker,2041,11,-6.614999771118164,0.1812500059604644,205.09278869628903,ssp126
309,Becker,2041,12,-12.010000228881836,-2.706249952316284,104.92061614990234,ssp126
310,Becker,2042,1,-14.657500267028809,-4.380000114440918,328.8571472167969,ssp126
311,Becker,2042,2,-12.94499969482422,-1.5787500143051147,62.89535140991211,ssp126
312,Becker,2042,3,-8.407500267028809,4.117499828338623,364.40185546875,ssp126
313,Becker,2042,11,-2.0512499809265137,11.154999732971191,39.483978271484375,ssp126
314,Becker,2042,12,-8.225000381469727,-1.5924999713897705,167.1792449951172,ssp126
315,Becker,2043,1,-9.061249732971191,-1.6775000095367432,398.0134887695313,ssp126
316,Becker,2043,2,-4.177499771118164,2.4825000762939453,147.24424743652344,ssp126
317,Becker,2043,3,-7.68625020980835,4.570000171661377,103.93499755859376,ssp126
318,Becker,2043,11,-8.571249961853027,0.4387499988079071,406.4544372558594,ssp126
319,Becker,2043,12,-5.021249771118164,0.8774999976158142,248.12283325195312,ssp126
320,Becker,2044,1,-18.877500534057617,-4.412499904632568,179.96475219726562,ssp126
321,Becker,2044,2,-7.561249732971191,2.856250047683716,104.55290222167967,ssp126
322,Becker,2044,3,-6.326250076293945,2.726249933242798,142.1518096923828,ssp126
